,location,area_m2,restrooms,bedrooms,price_usd,total_rooms,price_per_sq
1886,"Casa en Venta Cda. Ex Hacienda De Mayorazgo #38
, Toluca De Lerdo, México",140,3,3,31501.35,6,225.00964285714284
1887,"Casa en Venta Av Antiguo Camino A San Lorenzo Tepaltitlan #200
, Toluca De Lerdo, México",112,2,3,61086.25,5,545.4129464285714
1888,"Casa en Venta Toluca De Lerdo, México",648,3,4,108550,7,167.51543209876544
1889,"Casa en Venta Independencia
, Toluca De Lerdo, México",162,3,3,80382.25,6,496.1867283950617
1890,"Casa en Venta Tomas Alva Edison #228
, Toluca De Lerdo, México",160,2,3,133625,5,835.15625
1891,"Casa en Venta Independencia
, Toluca De Lerdo, México",157,2,3,105000,5,668.7898089171974
1892,"Casa en Venta Toluca De Lerdo, México",160,1,3,43635,4,272.71875
1893,"Casa en Venta Toluca De Lerdo, México",100,2,3,27737.7,5,277.377
1894,"Casa en Venta Niños Héroes #432, 00
, Toluca De Lerdo, México",75,1,2,59400,3,792
1895,"Casa en Venta Vicente Guerrero
, Toluca De Lerdo, México",212,3,3,88699,6,418.39150943396226
1896,"Casa en Venta Marie Curie 303
, Toluca De Lerdo, México",195,1,2,274690,3,1408.6666666666667
1897,"Casa en Venta Toluca De Lerdo, México",105,2,3,32910.6,5,313.4342857142857
1898,"Casa en Venta Galileo Galilei #215
, Toluca De Lerdo, México",230,2,4,90750,6,394.5652173913044
1901,"Casa en Venta Toluca De Lerdo, México",110,2,3,59327.15,5,539.3377272727273
1902,"Casa en Venta Independencia #143
, Toluca De Lerdo, México",110,2,2,62750,4,570.4545454545455
1903,"Casa en Venta Geólogos #120
, Toluca De Lerdo, México",120,2,2,60000,4,500
1904,"Casa en Venta Toluca De Lerdo, México",160,2,3,24777.75,5,154.8609375
1905,"Casa en Venta Toluca De Lerdo, México",130,3,3,110000,6,846.1538461538462
1906,"Casa en Venta Proyectistas #24
, Toluca De Lerdo, México",90,2,2,47000,4,522.2222222222222
1907,"Casa en Venta Del Cristo #0
, Toluca De Lerdo, México",150,2,3,39810.75,5,265.405
1908,"Casa en Venta Toluca De Lerdo, México",184,2,3,127200,5,691.3043478
1909,"Casa en Venta Ruta De La Independencia
, CientÃ­ficos, Toluca De Lerdo",120,1,2,34633.9,3,288.61583333333334
1910,"Casa en Venta Toluca De Lerdo, México",63,1,2,27500,3,436.5079365079365
1911,"Casa en Venta Dora #106
, Toluca De Lerdo, México",200,3,5,45576,8,227.88
1912,"Casa en Venta Miguel Hidalgo #106
, Toluca De Lerdo, México",220,3,3,97500,6,443.1818181818182
1913,"Casa en Venta Guillermo Marconi NÂ° 507
, Toluca De Lerdo, México",120,2,3,53339.65,5,444.49708333333336
1915,"Casa en Venta Toluca De Lerdo, México",120,2,3,21950,5,182.91666666666666
1917,"Casa en Venta Paloma Silvestres #s/n
, Toluca De Lerdo, México",120,2,2,24002.85,4,200.02374999999998
1918,"Casa en Venta Eduardo González Y Pichardo
, La Merced  (alameda), Toluca De Lerdo",369,3,5,146500,8,397.0189701897019
1920,"Casa en Venta Filiberto Navas #0
, Toluca De Lerdo, México",136,2,3,28564.4,5,210.03235294117647
1921,"Casa en Venta Cda. Ex-hacienda De Mayorazgo #0
, Toluca De Lerdo, México",140,3,3,31501.35,6,225.00964285714284
1922,"Casa en Venta Toluca De Lerdo, México",195,1,3,237050,4,1215.6410256410256
1923,"Casa en Venta Adolfo Lopez Mateos #1516
, Toluca De Lerdo, México",150,1,3,46767.5,4,311.78333333333336
1924,"Casa en Venta Toluca De Lerdo, México",150,2,3,64500,5,430
1925,"Casa en Venta Toluca De Lerdo, México",60,1,2,31950,3,532.5
1926,"Casa en Venta Toluca De Lerdo, México",69,1,2,25668,3,372
1927,"Casa en Venta Toluca De Lerdo, México",95,2,3,41560.25,5,437.4763157894737
1928,"Casa en Venta Av 18 De Marzo #227, Lt 8 Mz9
, Toluca De Lerdo, México",1394,20,20,455500,40,326.75753228120516
1930,"Casa en Venta Toluca De Lerdo, México",69,1,2,25668,3,372
1931,"Casa en Venta Toluca De Lerdo, México",140,2,3,84500,5,603.5714285714286
1932,"Casa en Venta ProlongaciÃ²n Progreso #307, 0
, Toluca De Lerdo, México",120,2,3,31750,5,264.5833333333333
1933,"Casa en Venta Toluca De Lerdo, México",158,2,3,87000,5,550.6329114
1934,"Casa en Venta Nezaulcoyotl #5
, Toluca De Lerdo, México",165,124,3,125000,127,757.5757575757576
1935,"Casa en Venta Santos Degollado #casa
, Toluca De Lerdo, México",180,3,4,68491.25,7,380.50694444444446
1937,"Casa en Venta Toluca De Lerdo, México",123,3,4,147800,7,1201.6260162601627
1938,"Casa en Venta Filiberto Navas #11
, Toluca De Lerdo, México",136,2,3,28564.4,5,210.03235294117647
1939,"Casa en Venta Cda. Ex Hacienda De Mayorazgo #38
, Toluca De Lerdo, México",140,3,3,31501.35,6,225.00964285714284
1940,"Casa en Venta Ponciano Diaz
, Toluca De Lerdo, México",90,1,3,37500,4,416.6666666666667
1941,"Casa en Venta B. De Olanda #26
, Toluca De Lerdo, México",160,3,3,34750,6,217.1875
1942,"Casa en Venta Vicente Segura #115
, Toluca De Lerdo, México",60,1,2,30000,3,500
1943,"Casa en Venta Toluca De Lerdo, México",120,1,2,34633.9,3,288.61583333333334
1944,"Casa en Venta Toluca De Lerdo, México",225,2,2,78468,4,348.74666666666667
1945,"Casa en Venta Jose Marti #200, 00
, Toluca De Lerdo, México",70,2,3,49500,5,707.1428571428571
1946,"Casa en Venta Hacienda Cerro Viejo #00, 00
, Toluca De Lerdo, México",65,1,2,45000,3,692.3076923076923
1947,"Casa en Venta Toluca De Lerdo, México",217,2,2,124257,4,572.6129032258065
1948,"Casa en Venta Circuito Principal Adolfo Lopez
, Toluca De Lerdo, México",136,2,3,43975,5,323.34558823529414
1949,"Casa en Venta Jose Vicente Villada
, Toluca De Lerdo, México",191,2,3,74650,5,390.83769633507853
1950,"Casa en Venta Felipe Berriozabal
, Toluca De Lerdo, México",342,2,3,70950,5,207.4561403508772
1951,"Casa en Venta Toluca De Lerdo, México",136,2,3,43975,5,323.34558823529414
1952,"Casa en Venta Toluca De Lerdo, México",191,2,3,74650,5,390.83769633507853
1953,"Casa en Venta Toluca De Lerdo, México",342,2,3,70950,5,207.4561403508772
1954,"Casa en Venta Alberto Einstein #00, 00
, Toluca De Lerdo, México",200,3,3,75000,6,375
1955,"Casa en Venta Toluca De Lerdo, México",120,1,3,36475,4,303.9583333333333
1956,"Casa en Venta Camino A San Juan Tilapa #00, 00
, Toluca De Lerdo, México",120,3,3,75000,6,625
1957,"Casa en Venta Av 18 De Marzo #227, Lt 8 Mz 9
, Toluca De Lerdo, México",1394,5,40,455500,45,326.75753228120516
1958,"Casa en Venta Guillermo Marconi #00, 00
, Toluca De Lerdo, México",110,3,3,65000,6,590.9090909090909
1959,"Casa en Venta Toluca De Lerdo, México",206,5,4,175000,9,849.5145631067961
1960,"Casa en Venta José Ma. Robelo #00, 00
, Toluca De Lerdo, México",230,3,3,110000,6,478.2608695652174
1961,"Casa en Venta Calle Cerrada Lago Atitlán #00, 00
, Toluca De Lerdo, México",180,3,4,125000,7,694.4444444444445
1962,"Casa en Venta Felipe Villanueva #00, 00
, Toluca De Lerdo, México",100,2,3,85000,5,850
1963,"Casa en Venta Geólogos #00, 00
, Toluca De Lerdo, México",100,2,3,85000,5,850
1964,"Casa en Venta Toluca De Lerdo, México",110,2,3,59327.15,5,539.3377272727273
1965,"Casa en Venta Jose María Arteaga #00, 00
, Toluca De Lerdo, México",294,3,3,100000,6,340.13605442176873
1966,"Casa en Venta Toluca De Lerdo, México",126,2,3,38950,5,309.12698412698415
1967,"Casa en Venta Toluca De Lerdo, México",120,2,4,38018.5,6,316.8208333333333
1969,"Casa en Venta Tomas Alva Edison #00, 00
, Toluca De Lerdo, México",123,4,4,142500,8,1158.5365853658536
1971,"Casa en Venta Valladolid ## 101, 19 A
, Toluca De Lerdo, México",227,4,4,65000,8,286.3436123348018
1972,"Casa en Venta Toluca De Lerdo, México",163,1,3,77500,4,475.4601226993865
1973,"Casa en Venta Toluca De Lerdo, México",168,3,3,47806.8,6,284.56428571428575
1974,"Casa en Venta La Merced  (alameda), Toluca De Lerdo",1000,2,3,750000,5,750
1976,"Casa en Venta Toluca De Lerdo, México",60,1,2,30000,3,500
1977,"Casa en Venta Toluca De Lerdo, México",120,2,2,35000,4,291.6666666666667
1980,"Casa en Venta Toluca De Lerdo, México",294,3,3,100000,6,340.13605442176873
1981,"Casa en Venta Toluca De Lerdo, México",353,5,5,105000,10,297.4504249291785
1982,"Casa en Venta Toluca De Lerdo, México",624,3,4,210000,7,336.53846153846155
